crop,N,P,K,ph,region,fertilizer
Bajra,1,55,202,5.315137215029733,WB,SSP
Soybean,24,16,177,7.279278635261244,Haryana,Compost
Bajra,0,48,157,4.191314961180108,Haryana,SSP
Jowar,67,142,157,8.271751478376734,UP,Compost
Rice,68,87,14,8.806795535565543,MP,Compost
Sugarcane,15,94,194,5.181293801122433,Bihar,SSP
Maize,17,13,16,8.509855349582232,MP,MOP
Sugarcane,106,96,199,8.531219033616983,MP,Ammonium Sulphate
Maize,16,129,33,7.131859709539487,UP,SSP
Groundnut,124,68,47,6.534940683254507,WB,Compost
Barley,81,135,92,7.873455511017977,WB,SSP
Jowar,3,119,92,6.5901875715815805,MP,Vermicompost
Sugarcane,114,127,115,7.7213433755207985,Punjab,Ammonium Sulphate
Bajra,94,136,117,4.463973188202275,Haryana,SSP
Rice,94,106,169,5.425961972479092,MP,SSP
Rice,136,81,73,5.971682451632958,MP,SSP
Soybean,30,67,123,5.025253390876795,AP,SSP
Rice,132,112,15,5.151917823789237,Haryana,SSP
Rice,15,32,172,7.80840072820909,Punjab,DAP
Barley,41,128,111,4.867848780140798,TN,SSP
Bajra,29,81,67,4.560705752269891,Maharashtra,SSP
Groundnut,25,79,26,5.4018544225607705,Punjab,SSP
Rice,30,106,147,4.800252036211376,Maharashtra,SSP
Groundnut,49,43,141,5.015483923741385,TN,SSP
Barley,51,77,74,7.914855091807342,TN,Vermicompost
Rice,37,135,196,6.205317164472232,Bihar,Vermicompost
Jowar,19,9,94,6.170457151629356,Punjab,DAP
Soybean,98,96,138,6.624287013602106,Bihar,Compost
Sugarcane,43,7,100,4.445561628993417,Gujarat,SSP
Jowar,110,139,47,8.93588654581043,Bihar,Ammonium Sulphate
Cotton,88,98,152,8.2356062318342,Haryana,Vermicompost
Wheat,62,82,129,5.463810941678618,UP,SSP
Rice,117,84,103,4.283747407549439,MP,SSP
Groundnut,71,119,175,7.086617869617907,UP,Compost
Wheat,53,8,194,6.960550174609827,UP,DAP
Maize,136,135,71,5.5497025882620505,UP,SSP
Rice,47,132,86,5.702957039614773,Haryana,SSP
Cotton,100,13,184,6.628848040677326,Maharashtra,Ammonium Sulphate
Barley,59,72,104,8.395891935446569,TN,SSP
Soybean,97,122,158,4.546070816202572,Punjab,SSP
Cotton,99,92,163,6.549112712290791,Haryana,Vermicompost
Groundnut,98,143,187,6.185009555054939,Gujarat,Compost
Barley,72,129,72,6.331960461619389,Maharashtra,DAP
Sugarcane,118,76,61,8.548778900943667,Punjab,Ammonium Sulphate
Barley,127,134,156,6.721727482202823,Gujarat,Urea
Rice,139,54,197,7.474625290904202,WB,Vermicompost
Wheat,87,7,158,8.563341232063976,UP,Compost
Wheat,104,71,53,5.5120342927254695,Maharashtra,SSP
Groundnut,18,89,42,5.793499689192757,UP,SSP
Barley,79,119,40,5.132878852797196,Maharashtra,SSP
Cotton,25,66,126,7.2592729799832405,MP,Ammonium Sulphate
Groundnut,120,18,186,5.268941872495377,TN,SSP
Soybean,32,126,141,5.173386617377145,UP,SSP
Groundnut,105,27,174,8.93373164839351,Bihar,Compost
Groundnut,29,127,100,7.486725846384351,Maharashtra,Compost
Sugarcane,125,81,108,8.071880257337604,Gujarat,Ammonium Sulphate
Jowar,35,20,86,8.84404077129748,Punjab,Vermicompost
Rice,124,17,28,8.855287457591471,WB,DAP
Sugarcane,123,129,172,5.665519676367802,TN,SSP
Wheat,117,60,86,6.593784872639491,Maharashtra,DAP
Wheat,122,44,107,8.61701029823567,Gujarat,Urea
Maize,36,107,12,4.128161862936705,MP,SSP
Maize,60,108,186,8.580930222129265,WB,DAP
Cotton,95,36,119,8.290000061761978,MP,NPK
Wheat,119,133,15,6.339926567094356,TN,Vermicompost
Jowar,11,39,111,6.584611551759181,AP,Compost
Sugarcane,121,40,99,4.238313381068791,Punjab,SSP
Soybean,34,96,126,6.778876938040852,UP,Compost
Jowar,66,70,188,4.615540947530771,Punjab,SSP
Maize,37,33,161,5.3196539531102545,Punjab,SSP
Barley,23,47,46,8.02021461875673,WB,Urea
Jowar,80,23,10,6.523371778363897,WB,Compost
Jowar,71,125,7,7.759427303304317,TN,Ammonium Sulphate
Jowar,78,102,78,8.659002697918684,Punjab,Vermicompost
Jowar,113,35,102,4.855788856310971,Haryana,SSP
Jowar,44,105,69,5.29755137298478,TN,SSP
Maize,124,23,144,6.934930265267495,TN,NPK
Wheat,95,33,40,8.74794963775204,Gujarat,MOP
Groundnut,12,77,188,7.896502999294706,Haryana,Compost
Jowar,109,139,184,7.1965829873629845,MP,Ammonium Sulphate
Jowar,5,80,124,7.395868108326231,WB,Vermicompost
Rice,96,86,129,6.1631290600531,Punjab,Compost
Wheat,70,54,164,6.018627097718091,Haryana,SSP
Groundnut,46,141,188,8.934167625805014,Bihar,Compost
Soybean,92,38,143,8.281936223355322,Gujarat,Compost
Soybean,100,51,133,7.8045102966782,Haryana,Compost
Barley,43,28,116,7.598582193299015,Maharashtra,Compost
Bajra,31,84,138,6.835557577217204,Punjab,MOP
Sugarcane,2,32,83,5.645486162291654,Maharashtra,SSP
Rice,83,55,156,6.164267170196023,Bihar,DAP
Wheat,3,115,76,4.294287554818292,TN,Urea
Wheat,87,10,85,4.4465441751671815,AP,SSP
Bajra,105,122,156,5.922310244655511,AP,SSP
Barley,104,57,81,4.578526022923319,Gujarat,SSP
Cotton,35,64,13,5.990378916049738,TN,MOP
Maize,57,15,191,5.067081921147488,Bihar,SSP
Barley,7,8,74,5.750155668076179,Gujarat,SSP
Groundnut,85,18,27,5.896230863493075,Gujarat,SSP
Barley,96,117,90,7.971589445891697,WB,NPK
Bajra,58,12,21,7.428154441125142,UP,SSP
Bajra,29,92,102,8.074516694360558,Maharashtra,Vermicompost
Sugarcane,100,15,127,5.824434130406054,AP,SSP
Rice,66,116,29,8.129172077190223,MP,MOP
Jowar,131,103,116,8.74826590749501,Gujarat,Compost
Soybean,92,27,42,5.387185463981631,Punjab,SSP
Bajra,62,113,7,7.593486172177196,UP,MOP
Sugarcane,31,11,199,4.287817445216285,WB,SSP
Maize,86,73,18,6.605231592952695,Gujarat,DAP
Soybean,50,135,14,4.781699626893823,Maharashtra,SSP
Cotton,62,98,70,8.164798484315225,Punjab,SSP
Wheat,79,126,203,6.071435497199149,Maharashtra,Urea
Maize,86,48,146,7.021540011128518,Maharashtra,MOP
Cotton,109,55,130,6.910934023741311,Haryana,Ammonium Sulphate
Soybean,100,65,14,4.521406437826258,Maharashtra,SSP
Maize,128,55,103,4.500714752780888,TN,SSP
Sugarcane,18,24,53,6.8576351362471515,AP,Ammonium Sulphate
Cotton,100,34,194,5.5749048993758965,UP,SSP
Wheat,93,125,180,4.557055797744107,UP,SSP
Jowar,80,48,135,5.550013052416045,Bihar,SSP
Sugarcane,102,90,51,4.953247729033323,WB,SSP
Groundnut,112,116,64,4.19830840278677,Punjab,SSP
Wheat,12,143,29,5.899173577109034,UP,Urea
Rice,117,14,139,7.40371457473624,Maharashtra,DAP
Barley,85,39,81,4.566222496080686,Haryana,SSP
Rice,22,127,125,6.9256812608077665,Haryana,NPK
Bajra,106,118,171,4.75824231340473,Bihar,SSP
Jowar,11,136,47,4.341908822925459,Bihar,SSP
Groundnut,136,78,50,4.4611208777438955,UP,SSP
Groundnut,77,43,47,5.04903331648797,Gujarat,SSP
Barley,66,98,33,6.328049514010338,MP,NPK
Cotton,107,71,87,6.222494587759113,Bihar,Vermicompost
Barley,43,93,107,6.38225532249699,Gujarat,Ammonium Sulphate
Bajra,6,106,90,5.879400895207882,Maharashtra,SSP
Rice,127,110,198,8.4009002831546,Bihar,Vermicompost
Groundnut,96,40,103,8.422920402058455,TN,Compost
Rice,10,8,201,7.289524661383053,Maharashtra,DAP
Wheat,105,78,159,5.620231401691924,Gujarat,SSP
Jowar,82,17,86,4.925124887773881,Haryana,SSP
Maize,35,74,116,7.488659277065381,Bihar,MOP
Bajra,117,11,7,8.98270122141767,Gujarat,NPK
Maize,40,126,60,8.09664324313387,TN,NPK
Bajra,91,41,115,5.638956010349883,Punjab,SSP
Soybean,48,34,68,4.9591321522532406,Gujarat,SSP
Jowar,52,108,25,8.088213077732032,Punjab,Compost
Wheat,106,78,28,6.011193932042496,MP,Ammonium Sulphate
Jowar,32,16,152,6.924848329497407,WB,SSP
Cotton,118,85,56,4.212523768613889,TN,MOP
Bajra,31,116,17,8.031914534783084,Haryana,Ammonium Sulphate
Maize,117,34,202,5.0112950695136655,TN,SSP
Bajra,61,133,175,7.817569167534462,MP,Urea
Cotton,81,40,98,7.301533971859873,Punjab,MOP
Bajra,129,127,82,6.062479069166317,WB,Ammonium Sulphate
Jowar,76,92,169,6.667563386047763,Bihar,Urea
Sugarcane,15,25,106,6.688152477559737,Punjab,Ammonium Sulphate
Bajra,122,110,34,5.126244833494992,Punjab,SSP
Soybean,7,36,19,4.646219647154266,Gujarat,SSP
Soybean,66,67,157,8.05041891587437,Haryana,Compost
Groundnut,114,48,170,7.450456251812605,WB,Compost
Soybean,112,50,47,7.106806046135217,WB,Compost
Bajra,31,9,162,5.391795355455484,UP,SSP
Bajra,104,137,44,6.010529531043301,Haryana,Urea
Sugarcane,24,35,191,4.7363286116460195,Gujarat,SSP
Soybean,52,81,155,7.772072812186844,AP,Compost
Rice,80,79,48,4.0753086721255745,WB,SSP
Bajra,24,131,85,4.014399740586926,TN,SSP
Wheat,32,17,5,6.604792511704829,TN,Urea
Wheat,30,126,107,5.721166539418302,Punjab,Urea
Maize,35,106,129,4.719218583952147,Haryana,SSP
Sugarcane,86,121,86,7.615223884103781,WB,Ammonium Sulphate
Cotton,122,88,45,8.660373156842333,AP,MOP
Rice,43,15,66,5.403362160566131,Maharashtra,DAP
Bajra,47,55,192,7.013307655294705,Bihar,DAP
Jowar,12,63,142,7.72427034681312,Maharashtra,Compost
Barley,90,88,112,7.079022343096639,Haryana,NPK
Barley,130,109,77,5.914855045985385,TN,SSP
Cotton,65,17,82,6.778116617103549,Gujarat,Urea
Groundnut,27,51,198,7.623001145274412,MP,Compost
Jowar,124,92,61,8.715967656622468,TN,Compost
Barley,79,67,125,7.861741827334448,AP,DAP
Cotton,131,73,46,5.575368828625239,Gujarat,MOP
Barley,71,58,186,7.359150235579938,MP,Urea
Sugarcane,43,19,89,8.581119678991714,Bihar,Ammonium Sulphate
Maize,118,142,174,6.594891522044707,Gujarat,Compost
Groundnut,45,99,70,4.477950906611857,WB,SSP
Sugarcane,83,17,74,7.205862526884161,Bihar,Ammonium Sulphate
Jowar,25,85,143,7.024864225533278,Haryana,NPK
Cotton,95,69,199,4.6721627046136165,AP,SSP
Rice,12,48,15,5.197817181760708,Gujarat,SSP
Jowar,124,121,8,7.359597276929245,AP,SSP
Jowar,68,31,83,8.868281786904596,AP,Compost
Soybean,50,61,127,4.868901757646936,Gujarat,SSP
Rice,12,26,83,7.0704248862649415,AP,DAP
Wheat,138,38,181,6.369252667978967,Maharashtra,SSP
Soybean,59,141,154,5.698399005479872,Gujarat,SSP
Cotton,31,54,169,8.571020986530229,Haryana,DAP
Wheat,17,58,142,8.686226386716765,MP,Urea
Barley,92,104,24,4.816590925205213,Haryana,SSP
Barley,43,66,100,7.531580202766701,Haryana,DAP
Jowar,36,88,77,7.870240734836292,TN,Vermicompost
Soybean,126,31,182,8.616305121474987,TN,Compost
Bajra,18,129,163,4.365682322638218,Bihar,SSP
Rice,31,68,48,8.659588394128184,UP,SSP
Wheat,105,135,35,5.231791254275427,TN,SSP
Rice,21,131,79,8.291057956008883,WB,Ammonium Sulphate
Soybean,121,15,45,8.141009317254738,MP,Compost
Jowar,128,28,8,7.968050223587195,UP,MOP
Sugarcane,53,33,118,5.468786818123483,AP,SSP
Barley,57,12,18,7.7986363260983556,Maharashtra,Ammonium Sulphate
Wheat,69,23,178,5.309090312476199,MP,SSP
Wheat,62,72,58,5.548808286131527,TN,SSP
Cotton,2,103,96,8.085797465807932,Punjab,Urea
Wheat,98,128,132,6.921619873547936,Bihar,Urea
Soybean,44,52,93,5.506851708173023,UP,SSP
Wheat,16,106,91,7.497834005387913,Haryana,Urea
Wheat,4,68,37,8.288073215253647,Bihar,Urea
Rice,10,12,162,6.787952357338162,UP,DAP
Jowar,91,113,141,5.093466339982265,WB,SSP
Maize,38,137,170,6.8987433359212815,Punjab,SSP
Wheat,41,127,93,6.927905471826821,Bihar,Urea
Bajra,93,57,86,7.154518574273877,WB,Urea
Jowar,4,53,47,7.903894437339712,Maharashtra,DAP
Groundnut,51,76,139,8.904106247368023,Haryana,Compost
Cotton,43,55,92,4.549642251500758,Bihar,SSP
Rice,114,13,44,4.958139605789291,UP,DAP
Cotton,126,68,89,8.074803227435964,Haryana,Vermicompost
Sugarcane,115,27,123,6.644709975394809,AP,Ammonium Sulphate
Wheat,67,140,66,7.728110162479561,Haryana,Vermicompost
Barley,46,58,187,6.079978036179279,MP,MOP
Bajra,126,96,39,8.194272932883113,AP,Ammonium Sulphate
Rice,34,19,175,6.10584324472244,Gujarat,DAP
Cotton,6,56,15,8.733438783438263,TN,MOP
Wheat,115,8,134,5.955187115464978,Maharashtra,SSP
Barley,51,105,83,5.406988145693096,Bihar,SSP
Barley,109,134,83,4.510129263075262,MP,SSP
Sugarcane,45,11,137,8.242515850054408,Punjab,Ammonium Sulphate
Jowar,136,79,120,8.746814701110164,Gujarat,SSP
Bajra,22,80,172,8.47145207569405,Bihar,DAP
Maize,130,39,50,7.799754579249195,MP,DAP
Bajra,126,68,25,6.161434020802329,Maharashtra,NPK
Sugarcane,8,126,141,5.539978180451038,Maharashtra,SSP
Soybean,52,60,75,5.422839382802339,WB,SSP
Jowar,47,59,159,7.797815645472969,MP,NPK
Rice,122,144,21,5.724330977995047,Punjab,SSP
Jowar,81,41,70,7.925592903094597,UP,Ammonium Sulphate
Sugarcane,108,56,30,8.911391000489397,TN,Ammonium Sulphate
Sugarcane,6,19,113,4.9442193643577355,Bihar,SSP
Rice,98,131,204,4.570560960845744,UP,SSP
Rice,30,90,177,4.597280116370362,AP,SSP
Rice,101,88,187,4.2949891034082714,Punjab,SSP
Jowar,55,111,44,7.454634709188048,MP,Ammonium Sulphate
Wheat,98,81,20,6.96491527633334,UP,SSP
Cotton,4,49,164,6.822387905945384,Haryana,SSP
Groundnut,29,100,39,6.9080541344758295,Haryana,Compost
Rice,21,25,68,4.347699856792645,Bihar,DAP
Cotton,137,85,196,5.456260988946424,WB,SSP
Groundnut,26,57,147,5.329234650075394,TN,SSP
Jowar,126,117,174,6.395128057464049,Bihar,NPK
Cotton,134,82,125,8.39498416166548,Haryana,Compost
Rice,22,131,182,8.860806341519432,MP,DAP
Maize,74,123,164,7.0602353085660265,MP,Urea
Sugarcane,116,107,34,5.2339661167905405,Maharashtra,SSP
Cotton,135,91,156,5.903420012486081,Haryana,SSP
Barley,7,109,198,5.627057303869064,UP,SSP
Barley,100,6,153,5.020338411822669,Maharashtra,SSP
Cotton,4,119,174,8.89252041230306,MP,Vermicompost
Rice,85,36,84,4.65780058769665,Maharashtra,SSP
Bajra,129,106,104,6.832098236726695,Maharashtra,MOP
Rice,11,66,190,7.993369760456668,UP,Compost
Jowar,46,101,6,8.69790237141171,WB,DAP
Rice,25,126,20,5.004761099302946,MP,SSP
Jowar,101,139,11,4.961356336516702,WB,SSP
Bajra,119,102,187,6.486011067244737,TN,Ammonium Sulphate
Maize,69,88,147,5.921738452278906,UP,SSP
Jowar,1,111,27,5.246673565864119,TN,SSP
Soybean,25,105,201,4.471975086155585,Haryana,SSP
Barley,13,135,5,5.823223152341276,Bihar,SSP
Sugarcane,81,26,120,5.407846541487515,MP,SSP
Barley,101,88,73,4.860117144120945,Gujarat,SSP
Jowar,31,93,145,5.840806121599919,WB,SSP
Soybean,61,110,158,4.408164509505157,WB,SSP
Wheat,114,97,56,8.585568868361019,UP,NPK
Maize,29,142,145,6.99501183419522,MP,SSP
Maize,30,107,100,6.396227123627727,WB,Vermicompost
Wheat,36,105,59,4.648330896467529,UP,Urea
Sugarcane,101,44,33,7.887203880178862,Punjab,Ammonium Sulphate
Bajra,127,118,150,4.377041480764675,Haryana,SSP
Groundnut,85,129,134,8.92545897022931,Bihar,Compost
Soybean,58,91,31,8.213710718850677,Bihar,Compost
Jowar,27,15,54,6.3548611320554445,AP,MOP
Groundnut,121,140,46,7.359050174682419,UP,Compost
Sugarcane,60,97,199,4.44461298747289,TN,SSP
Bajra,15,40,142,6.442668407724285,Bihar,MOP
Maize,68,102,13,8.097831703521594,Gujarat,DAP
Jowar,43,115,7,4.390980816899917,UP,SSP
Jowar,112,100,90,5.085185875380176,AP,SSP
Bajra,137,66,42,7.886505482526926,Haryana,Urea
Barley,18,109,74,6.292048146079139,AP,MOP
Soybean,83,91,73,7.324780407130946,TN,Compost
Bajra,92,137,162,8.09072057276158,AP,DAP
Rice,99,131,18,4.7272804802336825,Gujarat,SSP
Rice,38,87,6,6.342763390176499,Punjab,NPK
Bajra,66,16,101,6.812978286768157,TN,MOP
Maize,72,107,105,7.074931406644506,Punjab,Urea
Bajra,49,9,140,8.2388419940867,TN,Compost
Cotton,52,80,78,6.381830697106473,Gujarat,NPK
Sugarcane,45,8,130,5.586157420755853,Haryana,SSP
Rice,51,120,87,8.011961398666354,AP,DAP
Groundnut,123,87,103,8.484372257348479,TN,Compost
Bajra,4,110,22,5.793359311875004,Maharashtra,SSP
Rice,73,39,203,7.631705789033035,Maharashtra,DAP
Sugarcane,94,144,145,5.059554203642462,UP,SSP
Sugarcane,74,84,50,4.450405535230068,Gujarat,SSP
Groundnut,115,79,186,5.882679874517051,TN,SSP
Jowar,129,47,144,6.034802484413257,AP,Compost
Cotton,67,32,44,4.570056811088737,Haryana,MOP
Bajra,79,85,92,4.511315944604789,Bihar,SSP
Wheat,104,23,170,7.5310867669006685,WB,Ammonium Sulphate
Bajra,68,78,144,7.594076563344436,Punjab,NPK
Jowar,133,127,71,4.362483611832286,AP,SSP
Soybean,15,59,29,6.533763714559948,UP,Compost
Barley,86,87,167,6.798366402845948,Gujarat,Vermicompost
Maize,123,66,148,6.492959880466211,Haryana,Vermicompost
Jowar,139,111,116,8.895948303543275,WB,SSP
Sugarcane,40,120,49,6.288611089622476,Bihar,Ammonium Sulphate
Wheat,118,45,145,6.726346492123095,AP,DAP
Maize,18,90,156,5.55085194789349,Punjab,SSP
Rice,75,70,6,5.261339356893723,TN,SSP
Bajra,108,101,114,8.094763498810224,Maharashtra,Ammonium Sulphate
Maize,118,23,142,8.639623040828148,AP,Vermicompost
Rice,112,59,23,5.6087519828869405,Maharashtra,SSP
Barley,1,116,28,8.238582545746617,WB,SSP
Rice,19,50,193,6.108678263502201,AP,DAP
Wheat,118,8,137,6.6225769490597814,TN,NPK
Sugarcane,94,29,84,4.890641593041713,MP,SSP
Jowar,136,67,105,6.922104297382544,UP,NPK
Groundnut,20,115,166,8.763266175909468,Gujarat,Compost
Jowar,7,17,106,4.252794331721337,Gujarat,SSP
Jowar,28,119,68,5.306435769811372,Haryana,SSP
Rice,34,90,16,7.471905815770083,Haryana,NPK
Bajra,37,8,127,5.343479351973362,MP,SSP
Maize,89,6,113,5.839846173640591,AP,SSP
Groundnut,67,71,113,5.450467687856497,Maharashtra,SSP
Groundnut,130,114,191,8.837344199916377,UP,Compost
Maize,108,34,153,6.435613163975648,MP,Vermicompost
Maize,110,136,100,4.669251273571378,UP,SSP
Sugarcane,11,52,119,4.611439931838738,UP,SSP
Wheat,31,47,51,5.551732489761275,TN,Urea
Barley,62,97,57,6.0049275964283115,UP,Ammonium Sulphate
Wheat,42,51,103,5.444327502194136,Haryana,Urea
Maize,106,32,77,6.75271703706516,Haryana,MOP
Bajra,37,41,171,8.358988047094268,AP,Urea
Cotton,28,32,163,7.940867097308335,Gujarat,MOP
Cotton,54,138,82,6.89493949746614,UP,DAP
Barley,51,124,178,7.621245544293564,Gujarat,NPK
Maize,114,13,189,7.312120191798076,Gujarat,Ammonium Sulphate
Cotton,18,138,110,4.329818955860045,TN,SSP
Barley,34,74,169,7.173495130551778,UP,SSP
Groundnut,47,90,159,8.360345358593996,Gujarat,Compost
Barley,109,70,161,8.150174214782666,Haryana,SSP
Groundnut,30,99,117,6.350250924729067,AP,Compost
Sugarcane,2,74,150,5.629491231787604,Maharashtra,SSP
Cotton,87,9,136,5.889118813107606,MP,SSP
Barley,51,24,88,6.82899859806183,Punjab,Compost
Barley,70,144,5,6.048064665056633,Gujarat,Compost
Barley,50,106,28,5.742381409617615,Maharashtra,SSP
Bajra,55,106,46,4.593074878705587,WB,SSP
Barley,98,140,192,4.530824043010009,AP,SSP
Bajra,20,124,115,4.146866669757555,WB,SSP
Jowar,128,53,28,8.969459387363385,Haryana,Vermicompost
Sugarcane,107,68,60,5.8133021450846405,UP,SSP
Jowar,52,101,73,4.363312008272637,Punjab,SSP
Soybean,5,43,22,6.838243076442009,MP,Compost
Jowar,81,44,197,7.3752443922787565,Bihar,NPK
Maize,78,35,142,7.403883110736258,TN,Ammonium Sulphate
Groundnut,46,7,149,8.847061886847488,Punjab,Compost
Maize,95,76,62,5.066183859635756,WB,SSP
Wheat,105,34,167,8.473647469938943,MP,Compost
Jowar,81,99,136,8.530933248328814,AP,Vermicompost
Cotton,30,33,176,6.288813597306408,Gujarat,Urea
Rice,57,60,128,8.76399630428454,Haryana,Ammonium Sulphate
Jowar,22,91,79,5.008795717137795,Bihar,SSP
Sugarcane,40,112,199,5.69753462300134,Haryana,SSP
Jowar,14,67,32,7.796993976623952,Haryana,Ammonium Sulphate
Bajra,86,34,143,8.725526815833227,WB,Ammonium Sulphate
Wheat,2,57,7,4.3895223400996315,MP,Urea
Barley,0,50,104,7.363634710211695,TN,Vermicompost
Wheat,74,107,7,8.715845558519828,Gujarat,Ammonium Sulphate
Wheat,138,141,29,4.51475226158121,Haryana,SSP
Groundnut,75,11,80,4.915351731562639,WB,SSP
Rice,3,67,16,7.386391713092145,AP,Compost
Wheat,24,48,181,7.160704591697058,Punjab,Urea
Groundnut,93,83,188,5.492167777271561,Punjab,SSP
Barley,95,63,57,8.68278484752759,WB,SSP
Maize,107,79,100,5.933080381438731,Bihar,SSP
Barley,98,88,14,5.706827074855018,WB,SSP
Cotton,94,17,116,8.206237543657739,Punjab,Vermicompost
Wheat,99,108,151,6.808318675543013,TN,Ammonium Sulphate
Wheat,90,107,51,6.210207357616235,Haryana,NPK
Maize,43,88,186,6.723752795287027,Bihar,MOP
Sugarcane,127,113,11,7.584648134764647,MP,Ammonium Sulphate
Wheat,22,47,92,4.416976933166624,Bihar,Urea
Rice,22,106,171,5.668264287212779,TN,SSP
Soybean,54,12,36,8.30257268562071,Bihar,Compost
Wheat,76,41,27,7.6625752882374165,MP,DAP
Soybean,62,110,54,4.36864800978543,MP,SSP
Barley,102,101,151,6.3013770709740005,Bihar,Compost
Jowar,59,94,122,5.53977999556231,Gujarat,SSP
Sugarcane,79,112,199,7.964593927272477,Punjab,Ammonium Sulphate
Groundnut,94,124,29,4.719065965877202,TN,SSP
Bajra,68,43,157,4.724487600111086,Punjab,SSP
Sugarcane,113,140,10,7.707997667446717,WB,Ammonium Sulphate
Bajra,103,66,101,8.935729125874317,MP,Urea
Barley,107,43,147,5.950025627817322,TN,SSP
Sugarcane,88,56,195,8.317486921649884,Gujarat,Ammonium Sulphate
Groundnut,20,61,152,5.990518338292635,Punjab,SSP
Bajra,130,27,175,7.283888277890808,MP,MOP
Maize,9,136,100,6.433627212166545,WB,NPK
Rice,86,143,199,7.7162005134127245,Haryana,Vermicompost
Sugarcane,90,88,8,4.286040590500393,Bihar,SSP
Barley,136,23,10,6.747524796706959,Gujarat,SSP
Wheat,122,69,63,8.991818857308372,WB,Urea
Groundnut,3,99,56,7.7579405144592,Gujarat,Compost
Bajra,89,134,23,5.15116227637359,Gujarat,SSP
Bajra,95,109,126,5.5284452648613485,UP,SSP
Rice,28,8,30,7.445866478549399,AP,DAP
Bajra,85,43,52,4.7445364350356485,MP,SSP
Soybean,46,53,187,4.0354476874131375,Bihar,SSP
Cotton,76,135,93,7.864255816072957,Bihar,DAP
Soybean,86,45,191,6.997405127380632,WB,Compost
Bajra,30,69,42,7.364486375668247,AP,NPK
Groundnut,50,126,88,4.110449893551106,Punjab,SSP
Sugarcane,35,39,137,5.893276013580323,Gujarat,SSP
Barley,94,37,174,6.6587941886587165,WB,Vermicompost
Wheat,14,65,112,7.489152076472029,AP,Urea
Sugarcane,77,112,167,8.222892925667228,Haryana,Ammonium Sulphate
Maize,39,43,201,5.43271195496176,Punjab,SSP
Sugarcane,44,135,7,8.534892644715757,TN,Ammonium Sulphate
Sugarcane,89,100,45,7.360715029579653,TN,Ammonium Sulphate
Barley,55,18,164,5.992650445633872,UP,SSP
Rice,53,140,40,7.309261832586539,Gujarat,Vermicompost
Bajra,84,115,34,7.3055009462878795,TN,Vermicompost
Rice,8,23,120,5.0680915674463884,Punjab,DAP
Maize,117,113,117,4.030831935115087,Punjab,SSP
Jowar,64,103,171,4.6130587954420195,Haryana,SSP
Wheat,107,65,97,8.774738184858444,WB,Compost
Soybean,128,71,113,8.291590805521903,MP,Compost
Wheat,37,81,93,4.861903778346864,TN,Urea
Bajra,104,96,192,7.297446006724749,Maharashtra,DAP
Wheat,39,49,188,8.580860979769794,AP,Urea
Cotton,129,95,122,8.580288735664386,WB,DAP
Soybean,74,76,190,6.8220930135135065,TN,Compost
Maize,32,139,30,7.617495692934943,Gujarat,SSP
Bajra,84,117,137,5.970318747406109,TN,SSP
Groundnut,58,26,188,4.360629423355621,Haryana,SSP
Maize,94,106,165,6.64376865046748,Punjab,MOP
Cotton,25,141,109,5.590800723775305,TN,SSP
Soybean,102,64,141,6.034862340827438,TN,Compost
